chequered_0017.jpg,[0.00145625],[1.74209438e-09],[1.89713426e-14],[1.03882732e-16],[-5.95095475e-32],[-1.31521417e-21],[1.33141606e-31]
banded_0147.jpg,[0.00145882],[4.29325021e-07],[2.08085127e-12],[5.80043678e-14],[-1.54960892e-26],[-3.59463815e-17],[-1.2882624e-26]
167.jpg,[0.00163529],[1.39336644e-07],[4.69908283e-10],[3.7109586e-11],[3.70602876e-21],[-4.55484682e-15],[3.20620236e-21]
banded_0024.jpg,[0.00092065],[6.1809083e-08],[1.97933223e-12],[8.77047506e-13],[1.14495031e-24],[2.1776861e-16],[-1.56259689e-25]
bubbly_0136.jpg,[0.00350782],[4.78240796e-06],[2.66866812e-09],[2.4829291e-09],[2.80524304e-18],[1.20162549e-12],[-5.74283767e-18]
chequered_0196.jpg,[0.00130943],[1.51804207e-08],[4.33535595e-13],[1.88201537e-14],[-1.69959891e-27],[2.31811148e-18],[3.66016623e-29]
bubbly_0119.jpg,[0.00184995],[5.47363862e-07],[6.91792427e-11],[1.56173257e-11],[5.03557058e-22],[1.11052148e-14],[-9.96970525e-23]
braided_0189.jpg,[0.00089809],[8.18574438e-09],[5.12709754e-12],[1.35486828e-12],[-2.16709992e-25],[-1.16247248e-16],[3.5643487e-24]
bumpy_0165.jpg,[0.00079716],[5.6890041e-10],[1.20924832e-14],[7.30484412e-15],[5.07722963e-29],[-1.24931896e-19],[4.62139206e-29]
chequered_0210.jpg,[0.00315253],[1.67361115e-07],[3.18364975e-10],[2.43152671e-12],[-2.90668397e-23],[-6.99291113e-16],[6.10894746e-23]
870.jpg,[0.00214562],[7.74965359e-07],[6.81768235e-10],[2.54777867e-10],[9.76529013e-21],[-1.98399697e-13],[-1.05734464e-19]
braided_0195.jpg,[0.00495572],[1.23671288e-06],[2.13982646e-08],[1.56884098e-08],[2.48971321e-16],[2.24213169e-12],[1.43662852e-16]
blotchy_0027.jpg,[0.00204288],[7.19403099e-07],[1.09823936e-10],[6.05415872e-11],[4.13907986e-21],[5.11852946e-14],[2.69038653e-21]
banded_0019.jpg,[0.00163581],[1.99111526e-07],[6.71960393e-12],[5.19694886e-14],[-1.41773007e-27],[2.27835333e-17],[3.06782973e-26]
60.jpg,[0.00312021],[1.38715988e-07],[1.12601772e-08],[1.85841685e-09],[6.20836022e-18],[-8.50403485e-15],[-5.80766917e-18]
34.jpg,[0.00138072],[3.18203258e-08],[1.39665994e-10],[5.80171288e-10],[1.54431013e-19],[4.12902154e-14],[5.85296845e-20]
chequered_0087.jpg,[0.00070139],[6.47651462e-08],[0.],[0.],[0.],[0.],[0.]
186.jpg,[0.00091049],[1.53464755e-07],[3.52946216e-12],[1.71180302e-11],[1.04705853e-22],[6.59495491e-15],[8.21012963e-23]
228.jpg,[0.00099186],[1.71842253e-09],[1.03558162e-12],[5.40367275e-13],[-2.8869185e-25],[-2.22330461e-17],[2.82943088e-25]
915.jpg,[0.00350999],[1.5121404e-06],[8.90105163e-10],[1.19271871e-08],[-1.20512488e-17],[1.33592905e-11],[3.69464513e-17]
bubbly_0160.jpg,[0.00073286],[7.5525038e-08],[9.98531957e-13],[1.73331865e-13],[6.95796788e-26],[3.94304992e-17],[-1.89365964e-26]
banded_0111.jpg,[0.00069318],[4.8621399e-08],[4.84573193e-15],[3.82910135e-15],[1.1934432e-32],[6.76364559e-19],[1.64939575e-29]
braided_0064.jpg,[0.00290489],[8.10230276e-11],[4.42989092e-14],[5.94217859e-14],[2.52130134e-27],[4.31892407e-19],[1.7139508e-27]
185.jpg,[0.00117666],[1.36763897e-07],[6.95810248e-11],[2.87707864e-13],[-1.18625374e-24],[8.72139149e-17],[-4.99891746e-25]
197.jpg,[0.00089681],[5.05915703e-09],[8.22153948e-12],[3.87848021e-12],[-1.25345594e-23],[1.12603188e-16],[1.79596677e-23]
138.jpg,[0.00142381],[3.53214672e-08],[8.70819844e-11],[2.81205652e-11],[8.37949043e-22],[2.99509582e-15],[-1.11097497e-21]
braided_0132.jpg,[0.00347399],[1.26652831e-06],[2.03943723e-08],[4.77656436e-10],[5.35564734e-19],[-2.92747493e-13],[-1.39131219e-18]
braided_0069.jpg,[0.00081224],[1.09310513e-07],[8.71645081e-13],[1.86858083e-13],[-5.72936985e-26],[-3.51420335e-17],[4.90339574e-26]
chequered_0098.jpg,[0.00130719],[1.53787005e-09],[0.],[0.],[0.],[0.],[0.]
chequered_0054.jpg,[0.00130211],[1.19066131e-10],[2.07381786e-16],[3.56584033e-17],[-1.23927868e-33],[-1.8915209e-22],[2.8048117e-33]
942.jpg,[0.00078706],[1.4368233e-08],[2.57719314e-11],[3.94881579e-12],[-3.79360279e-23],[-4.61331844e-16],[1.21552701e-23]
bubbly_0061.jpg,[0.00075844],[5.61947972e-10],[1.62244922e-13],[1.66821869e-13],[3.00827213e-28],[1.86856447e-18],[-2.74434646e-26]
chequered_0115.jpg,[0.00205289],[1.26821219e-08],[3.84465246e-10],[9.60586113e-11],[-1.51362287e-20],[-1.07494588e-14],[-1.05673187e-20]
braided_0127.jpg,[0.00183959],[1.17831219e-08],[6.64809149e-12],[1.75785001e-11],[1.53355189e-22],[-7.50234314e-16],[1.12220447e-22]
147.jpg,[0.00102777],[5.43926007e-09],[2.64878334e-10],[3.56492362e-11],[1.64368434e-21],[-2.55757391e-15],[3.04938364e-21]
934.jpg,[0.00172112],[2.72487172e-07],[5.45477439e-10],[3.1295455e-10],[1.00064923e-19],[1.6294741e-13],[-8.18926613e-20]
blotchy_0130.jpg,[0.00546572],[3.36790504e-06],[4.85236319e-08],[9.68056531e-09],[1.82060547e-16],[1.6530223e-11],[-1.04280902e-16]
banded_0101.jpg,[0.00066456],[1.44579381e-08],[0.],[0.],[0.],[0.],[0.]
903.jpg,[0.00088044],[1.28010844e-08],[1.25698127e-11],[3.27166828e-12],[2.09741323e-23],[-1.87944784e-16],[-5.21682221e-25]
bumpy_0200.jpg,[0.00069611],[1.09664158e-09],[2.36180217e-14],[2.21739243e-14],[-4.67473617e-28],[-6.73723243e-19],[1.9739513e-28]
blotchy_0066.jpg,[0.00411389],[3.53679351e-06],[2.0479982e-08],[7.70982115e-09],[3.67980578e-17],[1.35438724e-11],[-8.96187059e-17]
1485.jpg,[0.00110084],[1.88737334e-08],[8.01876226e-11],[5.29411407e-11],[2.24075404e-21],[-5.9704071e-15],[-2.62247678e-21]
chequered_0160.jpg,[0.00148008],[3.76853666e-07],[2.85356239e-12],[4.00321417e-13],[4.26807945e-25],[1.92459786e-16],[-3.00594977e-26]
890.jpg,[0.00129724],[5.56672034e-08],[1.03039111e-10],[1.12548497e-12],[-1.11904949e-23],[-2.58961297e-16],[4.6553867e-24]
chequered_0046.jpg,[0.00129676],[1.35476034e-09],[2.45574962e-15],[1.50740704e-17],[-1.23240414e-33],[-2.90689041e-22],[2.62539973e-33]
216.jpg,[0.000894],[2.11486389e-09],[7.92445831e-11],[3.65149829e-12],[-1.05386997e-23],[2.7761507e-17],[6.12137191e-23]
braided_0137.jpg,[0.00149227],[8.4890635e-08],[4.08218974e-10],[4.32223873e-10],[1.81541888e-19],[1.24879328e-13],[2.2337034e-21]
bumpy_0059.jpg,[0.00265615],[5.34711166e-07],[6.04108951e-11],[1.48945109e-09],[2.50739933e-20],[-1.05847459e-12],[-4.46079232e-19]
braided_0120.jpg,[0.00248137],[4.49905584e-07],[3.12081902e-09],[8.18675609e-10],[-1.21864762e-18],[-4.91464116e-13],[-4.76753299e-19]
braided_0131.jpg,[0.00834653],[1.65343025e-05],[1.95616485e-08],[2.75542296e-08],[2.38971282e-16],[9.33088188e-11],[5.93401527e-16]
923.jpg,[0.00186822],[2.37814546e-07],[2.51304238e-10],[1.92696939e-10],[-3.00114714e-20],[-8.5957232e-14],[-2.99575486e-20]
177.jpg,[0.00098062],[4.30125782e-08],[1.87156358e-11],[9.46448084e-12],[2.98686237e-23],[5.49455197e-16],[1.22371855e-22]
chequered_0084.jpg,[0.00126885],[7.1554944e-09],[8.15384322e-14],[1.21311967e-14],[-3.81395988e-28],[9.72470825e-19],[-1.0371667e-29]
chequered_0186.jpg,[0.00130405],[1.56369815e-08],[2.82944974e-11],[1.76307468e-13],[3.65399586e-25],[-2.03324358e-17],[-1.4679325e-25]
252.jpg,[0.00106028],[3.42592637e-08],[7.05431663e-12],[5.36214512e-12],[1.31227744e-23],[2.60782017e-16],[-3.02555184e-23]
banded_0137.jpg,[0.00075311],[8.08568533e-09],[9.65466702e-13],[2.24053704e-12],[-2.94378668e-24],[-8.18252104e-17],[1.48095113e-24]
blotchy_0133.jpg,[0.0013076],[5.87112144e-08],[7.06263387e-10],[1.14635971e-10],[-1.02276488e-20],[-9.841808e-15],[-3.09736232e-20]
1483.jpg,[0.00111117],[8.00920913e-08],[2.51229401e-11],[1.7116556e-11],[-2.00909775e-22],[-4.45228212e-15],[-2.92609788e-22]
blotchy_0108.jpg,[0.00119839],[2.57873887e-07],[3.78047022e-11],[7.60714812e-11],[2.92442262e-21],[1.45125086e-14],[-2.84428888e-21]
braided_0149.jpg,[0.01157667],[0.00010909],[1.17827011e-07],[1.20290693e-08],[-1.29474695e-16],[-2.38372351e-12],[-4.33963857e-16]
199.jpg,[0.00119545],[4.76715451e-08],[1.39943367e-11],[1.61596869e-11],[1.52183146e-22],[3.39917269e-15],[1.89458538e-22]
bubbly_0100.jpg,[0.00156277],[2.7225409e-09],[1.70798691e-10],[2.38360493e-10],[4.21577159e-20],[-9.38375133e-15],[-2.31471262e-20]
142.jpg,[0.00107785],[2.78385783e-08],[6.7261226e-12],[1.35944299e-11],[1.17903105e-22],[2.11983591e-15],[-5.47479957e-23]
127.jpg,[0.00125658],[1.73287051e-08],[2.70087645e-11],[2.01593251e-12],[-7.74439835e-24],[2.49525524e-16],[1.27003726e-23]
braided_0067.jpg,[0.00108404],[1.07663224e-09],[1.15677333e-13],[7.491578e-13],[-9.55282587e-26],[2.16203428e-17],[1.98775021e-25]
bumpy_0187.jpg,[0.0007858],[3.01227315e-09],[1.16199719e-13],[1.39610013e-13],[-2.52868902e-27],[-3.77821813e-18],[-1.76011525e-26]
916.jpg,[0.00177199],[3.9218383e-08],[4.20343946e-10],[1.92584395e-11],[-1.5861207e-21],[-2.54458932e-15],[-6.97580015e-22]
200.jpg,[0.00086559],[2.58806868e-09],[2.39556755e-12],[4.42133381e-12],[-4.38705093e-24],[-2.24630641e-16],[1.37040321e-23]
bubbly_0133.jpg,[0.00066141],[1.37144107e-10],[1.12731276e-13],[1.1796901e-13],[-1.32992011e-26],[1.24890117e-18],[2.86469046e-27]
107.jpg,[0.0012471],[2.69799258e-08],[4.54035252e-11],[8.27711855e-13],[-4.78815775e-24],[8.61780055e-17],[1.67945618e-24]
bumpy_0105.jpg,[0.00102409],[1.04885005e-07],[8.95887118e-12],[1.36452093e-12],[3.59404587e-24],[3.631947e-16],[-3.13750985e-24]
bumpy_0080.jpg,[0.00074981],[6.52148456e-09],[8.01006421e-14],[2.34070474e-14],[6.09772968e-28],[1.80636779e-18],[8.09584055e-28]
blotchy_0113.jpg,[0.0011556],[1.36636795e-08],[1.82990581e-11],[2.15027229e-11],[3.65695146e-22],[2.00000865e-15],[-2.19542862e-22]
119.jpg,[0.00128781],[1.4810763e-07],[6.44182645e-12],[4.74016511e-12],[7.50231228e-24],[-2.9492834e-16],[-2.50961846e-23]
bumpy_0140.jpg,[0.00079121],[3.46546944e-09],[1.45139824e-14],[3.05077248e-14],[2.31992099e-28],[2.28850006e-19],[-5.98575324e-28]
braided_0166.jpg,[0.00076533],[4.04864047e-08],[1.61666482e-12],[2.2685468e-12],[-6.07450905e-25],[2.44961534e-16],[4.30174052e-24]
126.jpg,[0.00264667],[6.83116318e-07],[1.84523854e-09],[1.47312355e-09],[2.25720962e-18],[5.50374399e-13],[8.96599765e-19]
braided_0136.jpg,[0.00092339],[1.68205591e-10],[5.14838144e-12],[2.08577976e-12],[-5.22140877e-24],[8.85085208e-18],[-4.41067006e-24]
chequered_0151.jpg,[0.00366005],[4.91878347e-06],[5.45464089e-09],[1.13004231e-09],[2.37733594e-18],[-2.36279126e-12],[-1.48984662e-18]
157.jpg,[0.00104373],[1.6693459e-08],[2.1153153e-12],[1.26357827e-11],[-1.01237799e-23],[-1.60192964e-15],[6.4537493e-23]
bumpy_0112.jpg,[0.0014931],[1.23591031e-07],[5.02380735e-11],[1.71184e-10],[1.17635195e-20],[4.473507e-14],[1.06598473e-20]
blotchy_0129.jpg,[0.04150821],[5.62136044e-05],[2.23267098e-05],[9.84561463e-06],[1.38738861e-10],[7.37085372e-08],[-4.53877237e-11]
banded_0057.jpg,[0.00133325],[1.37584406e-07],[9.85526648e-15],[8.47269214e-15],[4.3230952e-29],[-3.13536373e-18],[6.42285327e-29]
banded_0041.jpg,[0.00246516],[7.52271071e-10],[1.50516811e-11],[7.8589247e-12],[-5.6308316e-23],[-1.29267051e-16],[6.43061798e-23]
bumpy_0127.jpg,[0.00276103],[2.34188959e-07],[1.1677814e-09],[2.83401735e-09],[1.22017915e-18],[7.72809882e-13],[5.00919407e-18]
braided_0194.jpg,[0.00183827],[7.37842603e-08],[1.19362713e-10],[7.79399018e-11],[-3.60463806e-21],[-7.67968132e-15],[6.59693633e-21]
1472.jpg,[0.00080993],[1.10874533e-08],[4.11956571e-12],[9.24544194e-13],[3.07440197e-25],[-9.62512084e-17],[1.77794999e-24]
bumpy_0201.jpg,[0.00215958],[6.42866697e-07],[1.25304147e-10],[1.60887392e-10],[-2.27680177e-20],[1.16836684e-13],[1.85749701e-21]
98.jpg,[0.00209284],[9.62919001e-08],[2.73464963e-11],[9.99413777e-10],[6.36480022e-20],[6.54500119e-14],[-1.52470859e-19]
banded_0002.jpg,[0.00072135],[2.34292561e-13],[1.14975592e-16],[1.14975592e-16],[1.32193868e-32],[5.56525289e-23],[-4.66327873e-56]
bubbly_0111.jpg,[0.00160824],[1.02828343e-06],[6.1817541e-11],[6.78043582e-11],[-3.7835626e-21],[2.58527011e-14],[-2.22593353e-21]
189.jpg,[0.0016374],[4.40459947e-08],[4.69616634e-10],[7.67292077e-12],[-2.16232456e-22],[-8.12261437e-16],[4.06675563e-22]
braided_0121.jpg,[0.00211309],[3.3288594e-08],[1.1367077e-10],[2.71126078e-10],[1.2016704e-20],[3.68633762e-14],[4.605531e-20]
3.jpg,[0.00161348],[1.83637224e-07],[1.25704757e-10],[1.441056e-10],[1.79066649e-20],[6.13918524e-14],[-7.45185425e-21]
bumpy_0107.jpg,[0.00287524],[2.084711e-07],[2.53340384e-09],[2.66709166e-10],[8.03615535e-20],[-3.39052273e-14],[-2.03975089e-19]
93.jpg,[0.00132637],[6.86589095e-08],[1.49853715e-10],[4.59185702e-11],[-3.03208151e-21],[7.75722458e-15],[2.30549738e-21]
banded_0100.jpg,[0.00072712],[1.01523453e-07],[0.],[0.],[0.],[0.],[0.]
865.jpg,[0.00150261],[9.468378e-08],[3.99733956e-10],[1.80415544e-10],[4.00454119e-20],[4.44160976e-14],[2.72726297e-20]
banded_0153.jpg,[0.00107723],[2.50491103e-09],[1.50149482e-10],[1.29822503e-10],[1.81228235e-20],[-4.44464353e-15],[3.03837226e-22]
bubbly_0104.jpg,[0.00068292],[1.79369965e-08],[9.18427616e-14],[8.77780553e-14],[-7.8796232e-27],[7.1838242e-18],[-1.656521e-28]
bubbly_0080.jpg,[0.00095625],[6.74566658e-08],[4.07619224e-11],[5.61791977e-11],[1.66440139e-21],[-1.42745205e-14],[-2.11119732e-21]
bubbly_0113.jpg,[0.00142768],[2.71638396e-07],[2.88947123e-11],[4.15129203e-11],[-7.04043598e-22],[-1.70156985e-14],[1.25357677e-21]
banded_0092.jpg,[0.00068083],[3.63404863e-08],[0.],[0.],[0.],[0.],[0.]
bumpy_0092.jpg,[0.00126907],[1.15784053e-07],[5.90815679e-11],[3.91649818e-11],[-1.85026151e-21],[9.00666307e-15],[3.54764113e-22]
924.jpg,[0.00147437],[5.20586766e-08],[5.57573961e-11],[1.20663657e-10],[8.48456847e-22],[-2.18659503e-14],[9.86084794e-21]
109.jpg,[0.00098522],[5.41930684e-09],[6.6686448e-11],[4.62382244e-12],[-7.80188401e-23],[1.73064787e-16],[-2.24816002e-23]
bubbly_0102.jpg,[0.00308369],[4.09700473e-07],[6.51176658e-09],[4.61430742e-09],[2.05279069e-17],[2.8403091e-12],[1.47772454e-17]
banded_0102.jpg,[0.0084605],[1.90987559e-06],[6.42635037e-09],[7.6121285e-10],[1.67496241e-18],[-6.07666706e-13],[-1.70416745e-19]
bubbly_0134.jpg,[0.00252631],[5.98093292e-07],[6.71484257e-10],[3.3625674e-10],[1.28986577e-19],[2.3464379e-13],[9.42992374e-20]
braided_0157.jpg,[0.00085905],[2.05980243e-08],[8.71587344e-12],[8.8215295e-12],[7.13906952e-23],[7.37035367e-16],[2.97774004e-23]
bubbly_0172.jpg,[0.00104994],[1.29418127e-07],[5.80790743e-13],[9.84703705e-13],[-5.37583447e-25],[-2.65786242e-16],[5.15314018e-25]
braided_0155.jpg,[0.0029073],[2.02866509e-06],[4.91069108e-09],[2.53292766e-10],[-1.51211384e-19],[-2.78826056e-14],[2.38613919e-19]
blotchy_0019.jpg,[0.03852355],[0.00013936],[3.59426036e-06],[5.25840937e-06],[-2.28431168e-11],[3.99013911e-08],[-8.92185426e-13]
braided_0148.jpg,[0.00112855],[1.88444747e-08],[4.99288919e-11],[4.44391448e-12],[-6.56797791e-23],[-6.0981715e-16],[-8.24201684e-24]
banded_0152.jpg,[0.00091098],[2.3201813e-09],[1.41124685e-12],[1.44253619e-12],[2.05673393e-24],[6.81953008e-17],[7.81714257e-26]
bumpy_0169.jpg,[0.0009999],[2.43011369e-08],[2.78709771e-11],[5.03514401e-12],[-1.93560415e-23],[-2.40166965e-17],[5.64198165e-23]
braided_0165.jpg,[0.00310014],[2.82612738e-06],[1.87955257e-08],[2.59994391e-09],[4.83566158e-18],[-2.59681544e-12],[1.75198504e-17]
braided_0150.jpg,[0.00717928],[5.18828289e-06],[8.81247396e-08],[1.1997801e-08],[3.86505112e-16],[7.19506424e-12],[5.30061107e-17]
bubbly_0120.jpg,[0.00109882],[2.23672148e-07],[1.56793457e-11],[1.39195328e-11],[-1.35288803e-24],[-1.43001608e-15],[-2.05632405e-22]
bubbly_0115.jpg,[0.00184185],[2.43069862e-07],[3.05372197e-10],[3.72277442e-11],[1.80442042e-21],[1.66873629e-14],[-3.53545967e-21]
32.jpg,[0.00124043],[2.28004107e-08],[9.14593209e-11],[4.53741852e-11],[-1.07245266e-21],[-5.7294716e-15],[-2.71913819e-21]
braided_0162.jpg,[0.00199236],[1.6492275e-06],[1.57972731e-09],[2.34794902e-10],[-1.42889244e-19],[-2.0497745e-13],[-5.52591822e-21]
79.jpg,[0.00235818],[1.23104272e-06],[1.9213764e-09],[3.19024337e-09],[7.49528398e-18],[3.33551582e-12],[-2.49123508e-18]
939.jpg,[0.00085281],[1.33340585e-08],[1.87236292e-11],[7.497265e-12],[-1.41176447e-23],[-6.95488033e-16],[8.769883e-23]
bumpy_0108.jpg,[0.00841722],[2.56403735e-05],[4.99372437e-08],[2.24462435e-08],[6.04145367e-16],[9.91333869e-11],[4.46942404e-16]
887.jpg,[0.00211495],[7.346719e-07],[3.26259335e-10],[3.89218127e-09],[-3.85239404e-19],[-3.00819276e-12],[4.36907338e-18]
28.jpg,[0.00097357],[5.47785486e-08],[1.66189175e-10],[1.74051924e-12],[1.89656124e-23],[2.25637868e-16],[-2.2728355e-23]
146.jpg,[0.00180859],[1.21322493e-07],[1.01006877e-09],[8.05087241e-11],[2.07530485e-20],[2.72500507e-14],[9.81809076e-21]
braided_0187.jpg,[0.01483619],[3.17259146e-05],[5.09297426e-07],[9.97675745e-08],[6.91268496e-15],[5.60007288e-10],[-2.14002161e-14]
66.jpg,[0.00115588],[6.39763826e-08],[6.81818686e-11],[9.89114208e-12],[-3.82244071e-23],[1.16995012e-15],[2.54004475e-22]
banded_0067.jpg,[0.00869213],[5.02336026e-10],[0.],[0.],[0.],[0.],[0.]
bumpy_0132.jpg,[0.05263554],[0.00086237],[8.37212015e-06],[3.37458579e-05],[3.48510014e-10],[7.88141504e-07],[4.47520621e-10]
chequered_0092.jpg,[0.0013616],[1.51943772e-07],[0.],[0.],[0.],[0.],[0.]
